S_CUSTNO;COGNITIONSOURCE;I_CASES;I_YEAR
5010065;UHD;2;2017
5010065;UHD;11;2018
5010065;UHD;9;2019
5010065;UHD;2;2020
5010065;UHD;5;2021
5010065;UHD;0;2022
5010070;UHD;6;2017
5010070;UHD;15;2018
5010070;UHD;13;2019
5010070;UHD;2;2020
5010076;UHD;19;2017
5010076;UHD;30;2018
5010076;UHD;27;2019
5010076;UHD;9;2020
5010076;UHD;22;2021
5010076;UHD;5;2022
5010077;UHD;24;2017
5010077;UHD;53;2018
5010077;UHD;39;2019
5010077;UHD;57;2020
5010077;UHD;57;2021
5010077;UHD;14;2022
5010078;UHD;9;2017
5010078;UHD;37;2018
5010078;UHD;17;2019
5010078;UHD;7;2020
5010078;UHD;13;2021
5010078;UHD;5;2022
5010115;UHD;23;2017
5010115;UHD;54;2018
5010115;UHD;56;2019
5010115;UHD;50;2020
5010115;UHD;74;2021
5010115;UHD;34;2022
5010124;UHD;5;2017
5010124;UHD;5;2018
5010124;UHD;10;2019
5010124;UHD;5;2020
5010124;UHD;2;2021
5010124;UHD;0;2022
5010158;UHD;9;2017
5010158;UHD;18;2018
5010158;UHD;2;2019
5010184;UHD;5;2017
5010184;UHD;20;2018
5010184;UHD;58;2019
5010184;UHD;14;2020
5010207;UHD;17;2017
5010207;UHD;49;2018
5010207;UHD;20;2019
5010207;UHD;20;2020
5010207;UHD;4;2021
5010207;UHD;0;2022
5010211;UHD;25;2018
5010211;UHD;127;2019
5010211;UHD;132;2020
5010211;UHD;104;2021
5010211;UHD;26;2022
5010229;UHD;3;2017
5010229;UHD;1;2018
5010229;UHD;2;2019
5010229;UHD;1;2020
5010237;UHD;30;2017
5010237;UHD;51;2018
5010237;UHD;41;2019
5010237;UHD;106;2020
5010237;UHD;45;2021
5010237;UHD;15;2022
5010246;UHD;5;2017
5010255;UHD;9;2017
5010255;UHD;17;2018
5010255;UHD;1;2019
5010275;UHD;13;2017
5010275;UHD;20;2018
5010275;UHD;36;2019
5010275;UHD;34;2020
5010275;UHD;51;2021
5010275;UHD;2;2022
5010299;UHD;11;2017
5010299;UHD;14;2018
5010299;UHD;13;2019
5010299;UHD;14;2020
5010299;UHD;28;2021
5010299;UHD;1;2022
5010300;UHD;1;2017
5010300;UHD;1;2018
5010300;UHD;9;2019
5010300;UHD;0;2020
5010300;UHD;0;2021
5010300;UHD;3;2022
5010308;UHD;32;2017
5010308;UHD;32;2018
5010308;UHD;59;2019
5010308;UHD;34;2020
5010308;UHD;36;2021
5010308;UHD;1;2022
5010318;UHD;16;2020
5010318;UHD;30;2021
5010318;UHD;0;2022
5010329;UHD;0;2017
5010329;UHD;0;2018
5010329;UHD;1;2019
5010329;UHD;5;2020
5010329;UHD;0;2021
5010347;UHD;11;2017
5010347;UHD;32;2018
5010347;UHD;28;2019
5010347;UHD;3;2020
5010372;UHD;4;2017
5010372;UHD;7;2018
5010372;UHD;2;2019
5010372;UHD;1;2020
5010372;UHD;9;2021
5010372;UHD;0;2022
5010385;UHD;2;2017
5010385;UHD;11;2018
5010385;UHD;6;2019
5010385;UHD;2;2020
5010385;UHD;2;2021
5010385;UHD;0;2022
5010397;UHD;0;2019
5010397;UHD;2;2020
5010397;UHD;1;2021
5010397;UHD;1;2022
5010402;UHD;10;2017
5010402;UHD;32;2018
5010402;UHD;86;2019
5010402;UHD;93;2020
5010402;UHD;47;2021
5010402;UHD;21;2022
5010423;UHD;9;2017
5010423;UHD;24;2018
5010423;UHD;23;2019
5010423;UHD;21;2020
5010423;UHD;37;2021
5010423;UHD;13;2022
5010452;UHD;25;2017
5010452;UHD;40;2018
5010452;UHD;37;2019
5010452;UHD;26;2020
5010452;UHD;17;2021
5010452;UHD;0;2022
5010491;UHD;1;2017
5010491;UHD;1;2018
5010491;UHD;0;2019
5010491;UHD;4;2020
5010512;UHD;45;2017
5010512;UHD;73;2018
5010512;UHD;71;2019
5010512;UHD;63;2020
5010512;UHD;35;2021
5010512;UHD;13;2022
5010521;UHD;21;2017
5010521;UHD;72;2018
5010521;UHD;53;2019
5010521;UHD;19;2020
5010521;UHD;11;2021
5010521;UHD;5;2022
5010525;UHD;42;2017
5010525;UHD;16;2018
5010525;UHD;0;2019
5010525;UHD;0;2020
5010527;UHD;2;2017
5010527;UHD;4;2018
5010527;UHD;3;2019
5010528;UHD;5;2017
5010528;UHD;4;2018
5010528;UHD;5;2019
5010528;UHD;6;2020
5010528;UHD;2;2021
5010528;UHD;0;2022
5010579;UHD;8;2017
5010579;UHD;18;2018
5010579;UHD;15;2019
5010579;UHD;7;2020
5010579;UHD;24;2021
5010579;UHD;5;2022
5010601;UHD;7;2017
5010601;UHD;23;2018
5010601;UHD;11;2019
5010601;UHD;26;2020
5010601;UHD;11;2021
5010601;UHD;4;2022
5010604;UHD;12;2017
5010604;UHD;33;2018
5010604;UHD;22;2019
5010604;UHD;26;2020
5010604;UHD;18;2021
5010604;UHD;7;2022
5010633;UHD;24;2017
5010633;UHD;17;2018
5010633;UHD;28;2019
5010633;UHD;50;2020
5010633;UHD;106;2021
5010633;UHD;26;2022
5010668;UHD;18;2017
5010668;UHD;43;2018
5010668;UHD;74;2019
5010668;UHD;53;2020
5010668;UHD;28;2021
5010668;UHD;4;2022
5010694;UHD;2;2017
5010694;UHD;3;2018
5010694;UHD;1;2019
5010694;UHD;1;2020
5010694;UHD;0;2021
5010694;UHD;0;2022
5010698;UHD;22;2017
5010698;UHD;49;2018
5010698;UHD;89;2019
5010698;UHD;72;2020
5010698;UHD;89;2021
5010698;UHD;19;2022
5010711;UHD;1;2017
5010711;UHD;8;2018
5010711;UHD;5;2019
5010711;UHD;4;2020
5010711;UHD;5;2021
5010711;UHD;1;2022
5010725;UHD;1;2017
5010725;UHD;2;2018
5010725;UHD;1;2019
5010725;UHD;4;2020
5010725;UHD;4;2021
5010725;UHD;0;2022
5010743;UHD;16;2017
5010743;UHD;69;2018
5010743;UHD;120;2019
5010743;UHD;93;2020
5010743;UHD;72;2021
5010743;UHD;29;2022
5010755;UHD;3;2017
5010755;UHD;4;2018
5010755;UHD;5;2019
5010755;UHD;14;2020
5010755;UHD;8;2021
5010755;UHD;3;2022
5010808;UHD;10;2017
5010808;UHD;44;2018
5010808;UHD;11;2019
5010808;UHD;45;2020
5010808;UHD;58;2021
5010808;UHD;15;2022
5010819;UHD;9;2017
5010819;UHD;34;2018
5010819;UHD;39;2019
5010819;UHD;46;2020
5010819;UHD;24;2021
5010819;UHD;4;2022
5010844;UHD;11;2017
5010844;UHD;18;2018
5010844;UHD;51;2019
5010844;UHD;30;2020
5010844;UHD;27;2021
5010844;UHD;11;2022
5010846;UHD;5;2017
5010846;UHD;6;2018
5010849;UHD;3;2017
5010849;UHD;6;2018
5010849;UHD;2;2019
5010849;UHD;4;2020
5010849;UHD;2;2021
5010849;UHD;5;2022
5010868;UHD;0;2017
5010868;UHD;0;2018
5010868;UHD;0;2019
5010874;UHD;0;2017
5010874;UHD;1;2018
5010874;UHD;5;2019
5010874;UHD;3;2020
5010874;UHD;4;2021
5010874;UHD;0;2022
5010876;UHD;5;2017
5010876;UHD;0;2018
5010879;UHD;0;2017
5010879;UHD;4;2018
5010879;UHD;5;2019
5010879;UHD;0;2020
5010879;UHD;1;2021
5010879;UHD;5;2022
5010884;UHD;27;2017
5010884;UHD;31;2018
5010884;UHD;59;2019
5010884;UHD;59;2020
5010884;UHD;38;2021
5010884;UHD;11;2022
5010909;UHD;1;2017
5010909;UHD;3;2018
5010919;UHD;0;2017
5010919;UHD;0;2018
5010919;UHD;0;2019
5010919;UHD;0;2020
5010919;UHD;3;2021
5010919;UHD;0;2022
5010930;UHD;27;2017
5010930;UHD;71;2018
5010930;UHD;78;2019
5010930;UHD;60;2020
5010930;UHD;37;2021
5010930;UHD;1;2022
5010935;UHD;49;2017
5010935;UHD;44;2018
5010935;UHD;77;2019
5010935;UHD;77;2020
5010935;UHD;99;2021
5010935;UHD;20;2022
5011005;UHD;6;2017
5011005;UHD;4;2018
5011005;UHD;6;2019
5011005;UHD;12;2020
5011005;UHD;3;2021
5011005;UHD;3;2022
5011027;UHD;30;2017
5011027;UHD;43;2018
5011027;UHD;33;2019
5011027;UHD;60;2020
5011027;UHD;61;2021
5011027;UHD;29;2022
5011059;UHD;14;2017
5011059;UHD;23;2018
5011059;UHD;46;2019
5011059;UHD;30;2020
5011059;UHD;33;2021
5011059;UHD;7;2022
5011071;UHD;6;2017
5011071;UHD;6;2018
5011071;UHD;13;2019
5011071;UHD;28;2020
5011071;UHD;18;2021
5011071;UHD;1;2022
5011084;UHD;10;2017
5011084;UHD;22;2018
5011084;UHD;12;2019
5011084;UHD;1;2020
5011084;UHD;11;2021
5011084;UHD;2;2022
5011100;UHD;15;2017
5011100;UHD;24;2018
5011100;UHD;29;2019
5011100;UHD;27;2020
5011100;UHD;29;2021
5011100;UHD;10;2022
5011106;UHD;8;2017
5011106;UHD;18;2018
5011106;UHD;14;2019
5011106;UHD;3;2020
5011106;UHD;3;2021
5011106;UHD;3;2022
5011113;UHD;0;2017
5011113;UHD;6;2018
5011113;UHD;0;2019
5011113;UHD;7;2020
5011113;UHD;2;2021
5011113;UHD;1;2022
5011151;UHD;7;2017
5011151;UHD;3;2018
5011151;UHD;4;2019
5011151;UHD;8;2020
5011151;UHD;9;2021
5011151;UHD;3;2022
5011163;UHD;3;2017
5011163;UHD;6;2018
5011163;UHD;4;2019
5011163;UHD;6;2020
5011163;UHD;0;2021
5011163;UHD;1;2022
5011164;UHD;44;2017
5011164;UHD;76;2018
5011164;UHD;71;2019
5011164;UHD;52;2020
5011164;UHD;103;2021
5011164;UHD;34;2022
5011169;UHD;0;2017
5011169;UHD;2;2018
5011169;UHD;5;2019
5011169;UHD;3;2020
5011169;UHD;7;2021
5011169;UHD;1;2022
5011178;UHD;32;2017
5011178;UHD;72;2018
5011178;UHD;69;2019
5011178;UHD;94;2020
5011178;UHD;83;2021
5011178;UHD;15;2022
5011224;UHD;1;2017
5011224;UHD;6;2018
5011224;UHD;6;2019
5011224;UHD;5;2020
5011224;UHD;11;2021
5011224;UHD;3;2022
5011226;UHD;3;2017
5011226;UHD;29;2018
5011226;UHD;17;2019
5011226;UHD;36;2020
5011226;UHD;23;2021
5011226;UHD;1;2022
5011247;UHD;8;2017
5011247;UHD;14;2018
5011247;UHD;25;2019
5011247;UHD;7;2020
5011247;UHD;35;2021
5011247;UHD;28;2022
5011258;UHD;17;2017
5011258;UHD;31;2018
5011258;UHD;32;2019
5011258;UHD;37;2020
5011258;UHD;58;2021
5011258;UHD;43;2022
5011395;UHD;21;2017
5011395;UHD;30;2018
5011395;UHD;30;2019
5011395;UHD;37;2020
5011395;UHD;19;2021
5011395;UHD;10;2022
5011411;UHD;8;2017
5011411;UHD;16;2018
5011411;UHD;48;2019
5011411;UHD;6;2020
5011436;UHD;74;2017
5011436;UHD;162;2018
5011436;UHD;153;2019
5011436;UHD;125;2020
5011436;UHD;87;2021
5011436;UHD;33;2022
5011437;UHD;3;2017
5011437;UHD;12;2018
5011437;UHD;9;2019
5011449;UHD;5;2017
5011449;UHD;6;2018
5011449;UHD;4;2019
5011449;UHD;4;2020
5011449;UHD;3;2021
5011449;UHD;1;2022
5011546;UHD;24;2017
5011546;UHD;36;2018
5011546;UHD;40;2019
5011546;UHD;35;2020
5011546;UHD;18;2021
5011546;UHD;9;2022
5011569;UHD;9;2017
5011569;UHD;13;2018
5011569;UHD;19;2019
5011569;UHD;8;2020
5011569;UHD;14;2021
5011569;UHD;4;2022
501191;UHD;11;2014
501191;UHD;34;2015
501191;UHD;13;2016
501191;UHD;11;2017
501191;UHD;10;2018
501191;UHD;8;2019
501191;UHD;18;2020
501191;UHD;4;2021
501191;UHD;1;2022
5012029;UHD;10;2017
5012029;UHD;9;2018
5012029;UHD;14;2019
5012029;UHD;18;2020
5012029;UHD;15;2021
5012029;UHD;0;2022
501271;UHD;45;2014
501271;UHD;194;2015
501271;UHD;91;2016
501271;UHD;92;2017
501271;UHD;34;2018
501281;UHD;34;2014
501281;UHD;78;2015
501281;UHD;66;2016
501281;UHD;24;2017
501281;UHD;3;2019
501281;UHD;31;2020
501281;UHD;6;2021
501281;UHD;3;2022
501311;UHD;1;2014
5013300;UHD;2;2017
5013300;UHD;7;2018
5013300;UHD;12;2019
5013300;UHD;6;2020
5013300;UHD;4;2021
5013300;UHD;3;2022
5013380;UHD;5;2017
5013380;UHD;9;2018
5013380;UHD;19;2019
5013380;UHD;6;2020
5013380;UHD;7;2021
5013380;UHD;7;2022
501381;UHD;35;2014
501381;UHD;225;2015
501381;UHD;177;2016
501381;UHD;145;2017
501381;UHD;112;2018
501381;UHD;168;2019
501381;UHD;200;2020
501381;UHD;120;2021
501381;UHD;55;2022
501461;UHD;57;2014
501461;UHD;59;2015
501461;UHD;78;2016
501461;UHD;78;2017
501461;UHD;87;2018
501461;UHD;51;2019
501461;UHD;114;2020
501461;UHD;122;2021
501461;UHD;36;2022
501491;UHD;25;2014
501491;UHD;44;2015
501491;UHD;30;2016
501491;UHD;34;2017
501491;UHD;22;2018
501491;UHD;12;2019
501491;UHD;22;2020
501491;UHD;20;2021
501491;UHD;10;2022
501521;UHD;35;2014
501521;UHD;100;2015
501521;UHD;124;2016
501521;UHD;85;2017
501521;UHD;59;2018
501521;UHD;42;2019
501521;UHD;37;2020
501521;UHD;30;2021
501521;UHD;13;2022
501931;UHD;13;2014
501931;UHD;18;2015
501931;UHD;33;2016
501931;UHD;17;2017
501931;UHD;16;2018
501931;UHD;15;2019
501931;UHD;32;2020
501931;UHD;22;2021
501931;UHD;7;2022
501991;UHD;82;2014
501991;UHD;141;2015
501991;UHD;75;2016
501991;UHD;90;2017
501991;UHD;70;2018
501991;UHD;67;2019
501991;UHD;80;2020
501991;UHD;323;2021
501991;UHD;82;2022
5020183;UHD;0;2017
5020183;UHD;5;2018
5020183;UHD;1;2019
5020183;UHD;2;2020
5020183;UHD;4;2021
5020183;UHD;0;2022
502031;UHD;10;2014
502031;UHD;34;2015
502031;UHD;36;2016
502031;UHD;14;2017
502031;UHD;33;2018
502031;UHD;35;2019
502031;UHD;39;2020
502031;UHD;27;2021
502031;UHD;12;2022
5020336;UHD;0;2017
5020336;UHD;0;2018
5020426;UHD;8;2017
5020426;UHD;7;2018
5020426;UHD;32;2019
5020426;UHD;52;2020
5020426;UHD;41;2021
5020426;UHD;12;2022
502151;UHD;26;2014
502151;UHD;63;2015
502151;UHD;42;2016
502151;UHD;33;2017
502151;UHD;25;2018
502151;UHD;45;2019
502151;UHD;95;2020
502151;UHD;83;2021
502151;UHD;24;2022
502171;UHD;4;2014
502171;UHD;0;2015
502171;UHD;1;2016
502171;UHD;7;2017
502171;UHD;1;2018
502171;UHD;1;2019
502171;UHD;3;2020
502171;UHD;4;2021
502171;UHD;0;2022
502381;UHD;10;2014
502411;UHD;21;2014
502411;UHD;19;2015
502411;UHD;23;2016
502411;UHD;10;2017
502411;UHD;20;2018
502411;UHD;8;2019
502411;UHD;0;2020
502481;UHD;21;2014
502481;UHD;59;2015
502481;UHD;53;2016
502481;UHD;43;2017
502481;UHD;46;2018
502481;UHD;37;2019
502481;UHD;21;2020
502481;UHD;7;2021
502591;UHD;80;2014
502591;UHD;235;2015
502591;UHD;135;2016
502591;UHD;58;2017
502591;UHD;113;2018
502591;UHD;126;2019
502591;UHD;155;2020
502591;UHD;101;2021
502591;UHD;27;2022
502691;UHD;20;2014
502691;UHD;47;2015
502691;UHD;35;2016
502691;UHD;27;2017
502691;UHD;42;2018
502691;UHD;49;2019
502691;UHD;61;2020
502691;UHD;78;2021
502691;UHD;16;2022
502711;UHD;7;2014
502711;UHD;15;2015
502711;UHD;7;2016
502711;UHD;13;2017
502711;UHD;21;2018
502711;UHD;14;2019
502711;UHD;24;2020
502711;UHD;19;2021
502711;UHD;5;2022
502821;UHD;36;2014
502821;UHD;122;2015
502821;UHD;53;2016
502821;UHD;63;2017
502821;UHD;52;2018
502821;UHD;71;2019
502821;UHD;114;2020
502821;UHD;79;2021
502821;UHD;28;2022
502881;UHD;11;2014
502881;UHD;52;2015
502881;UHD;43;2016
502881;UHD;14;2017
5030111;UHD;31;2017
5030111;UHD;79;2018
5030111;UHD;126;2019
5030111;UHD;119;2020
5030111;UHD;163;2021
5030111;UHD;69;2022
5030130;UHD;28;2017
5030130;UHD;27;2018
5030130;UHD;31;2019
5030130;UHD;27;2020
5030130;UHD;31;2021
5030130;UHD;3;2022
5030175;UHD;11;2017
5030175;UHD;21;2018
5030175;UHD;14;2019
5030175;UHD;11;2020
5030175;UHD;8;2021
5030175;UHD;1;2022
5030178;UHD;7;2017
5030178;UHD;3;2018
5030178;UHD;5;2019
5030178;UHD;2;2020
5030178;UHD;8;2021
5030178;UHD;1;2022
5030205;UHD;18;2017
5030205;UHD;31;2018
5030205;UHD;50;2019
5030205;UHD;35;2020
5030205;UHD;47;2021
5030205;UHD;13;2022
5030223;UHD;0;2017
5030223;UHD;0;2018
5030223;UHD;0;2019
5030223;UHD;0;2020
5030223;UHD;1;2021
5030223;UHD;0;2022
5030295;UHD;3;2017
5030295;UHD;7;2018
5030295;UHD;3;2019
5030295;UHD;1;2020
5030295;UHD;2;2021
5030295;UHD;1;2022
5030340;UHD;0;2017
5030340;UHD;21;2018
5030340;UHD;65;2019
5030340;UHD;50;2020
5030340;UHD;11;2021
5030340;UHD;3;2022
5030353;UHD;24;2017
5030353;UHD;48;2018
5030353;UHD;64;2019
5030353;UHD;45;2020
5030353;UHD;27;2021
5030353;UHD;11;2022
5030356;UHD;19;2017
5030356;UHD;78;2018
5030356;UHD;42;2019
5030356;UHD;32;2020
5030356;UHD;12;2021
5030356;UHD;9;2022
5030366;UHD;14;2017
5030366;UHD;34;2018
5030366;UHD;64;2019
5030366;UHD;52;2020
5030366;UHD;20;2021
5030366;UHD;18;2022
5030381;UHD;2;2017
5030381;UHD;0;2018
5030381;UHD;0;2019
5030396;UHD;16;2017
5030396;UHD;54;2018
5030396;UHD;41;2019
5030396;UHD;73;2020
5030396;UHD;43;2021
5030396;UHD;14;2022
5030399;UHD;4;2017
5030399;UHD;15;2018
5030399;UHD;21;2019
5030399;UHD;20;2020
5030399;UHD;20;2021
5030399;UHD;5;2022
503041;UHD;0;2014
503041;UHD;2;2015
5030533;UHD;18;2017
5030533;UHD;28;2018
5030533;UHD;31;2019
5030533;UHD;49;2020
5030533;UHD;39;2021
5030533;UHD;22;2022
5030534;UHD;2;2017
5030534;UHD;2;2018
5030534;UHD;1;2019
5030534;UHD;4;2020
5030534;UHD;4;2021
5030534;UHD;0;2022
5030556;UHD;1;2017
5030556;UHD;5;2018
5030556;UHD;23;2019
5030556;UHD;22;2020
5030556;UHD;18;2021
5030556;UHD;9;2022
5030578;UHD;12;2017
5030578;UHD;24;2018
5030578;UHD;18;2019
5030578;UHD;30;2020
5030578;UHD;33;2021
5030578;UHD;19;2022
5030610;UHD;0;2017
5030610;UHD;8;2018
5030610;UHD;6;2019
5030610;UHD;6;2020
5030610;UHD;12;2021
5030610;UHD;1;2022
5030630;UHD;37;2017
5030630;UHD;84;2018
5030630;UHD;98;2019
5030630;UHD;83;2020
5030630;UHD;75;2021
5030630;UHD;20;2022
5030741;UHD;0;2017
5030741;UHD;0;2018
5030741;UHD;0;2019
5030741;UHD;1;2020
5030741;UHD;0;2021
5030741;UHD;0;2022
5030750;UHD;24;2017
5030750;UHD;25;2018
5030750;UHD;33;2019
5030750;UHD;42;2020
5030750;UHD;63;2021
5030750;UHD;5;2022
5030767;UHD;4;2017
5030767;UHD;6;2018
5030767;UHD;10;2019
5030767;UHD;20;2020
5030767;UHD;12;2021
5030767;UHD;1;2022
5030768;UHD;2;2017
5030768;UHD;8;2018
5030768;UHD;5;2019
5030768;UHD;1;2020
5030768;UHD;1;2021
5030768;UHD;0;2022
5030808;UHD;5;2017
5030808;UHD;13;2018
5030808;UHD;23;2019
5030808;UHD;19;2020
5030808;UHD;23;2021
5030942;UHD;2;2017
5030942;UHD;2;2018
5030979;UHD;21;2017
5030979;UHD;58;2018
5030979;UHD;70;2019
5030979;UHD;53;2020
5030979;UHD;41;2021
5030979;UHD;4;2022
5030983;UHD;0;2017
5031055;UHD;22;2017
5031055;UHD;31;2018
5031055;UHD;50;2019
5031055;UHD;31;2020
5031055;UHD;27;2021
5031055;UHD;13;2022
5031078;UHD;2;2017
5031078;UHD;4;2018
5031078;UHD;21;2019
5031078;UHD;34;2020
5031078;UHD;8;2021
5031078;UHD;0;2022
5031088;UHD;6;2017
5031088;UHD;24;2018
5031088;UHD;35;2019
5031088;UHD;24;2020
5031088;UHD;20;2021
5031088;UHD;0;2022
5031090;UHD;25;2017
5031090;UHD;93;2018
5031090;UHD;71;2019
5031090;UHD;80;2020
5031090;UHD;99;2021
5031090;UHD;19;2022
5031166;UHD;13;2017
5031166;UHD;8;2018
5031201;UHD;9;2017
5031201;UHD;16;2018
5031201;UHD;20;2019
5031201;UHD;13;2020
5031201;UHD;23;2021
5031201;UHD;6;2022
5031226;UHD;5;2017
5031226;UHD;4;2018
5031226;UHD;18;2019
5031226;UHD;13;2020
5031226;UHD;3;2021
5031226;UHD;1;2022
5031242;UHD;5;2017
5031242;UHD;14;2018
5031242;UHD;15;2019
5031242;UHD;9;2020
5031242;UHD;3;2021
5031242;UHD;1;2022
5031295;UHD;14;2017
5031295;UHD;40;2018
5031295;UHD;42;2019
5031295;UHD;8;2020
5031325;UHD;6;2017
5031325;UHD;23;2018
5031339;UHD;37;2017
5031339;UHD;84;2018
5031339;UHD;36;2019
5031339;UHD;25;2020
5031339;UHD;18;2021
5031339;UHD;2;2022
5031409;UHD;30;2017
5031409;UHD;52;2018
5031409;UHD;35;2019
5031409;UHD;39;2020
5031409;UHD;22;2021
5031409;UHD;12;2022
503161;UHD;43;2014
503161;UHD;111;2015
503161;UHD;154;2016
503161;UHD;114;2017
503161;UHD;115;2018
503161;UHD;40;2019
503161;UHD;18;2020
503161;UHD;4;2021
503161;UHD;2;2022
5031611;UHD;16;2017
5031611;UHD;9;2018
5031611;UHD;10;2019
5031611;UHD;11;2020
5031611;UHD;12;2021
5031611;UHD;2;2022
5031645;UHD;1;2017
5031645;UHD;12;2018
5031645;UHD;3;2019
5031669;UHD;0;2017
5031669;UHD;4;2018
5031669;UHD;4;2019
5031669;UHD;1;2020
5031669;UHD;2;2021
5031669;UHD;0;2022
5031701;UHD;11;2017
5031701;UHD;21;2018
5031701;UHD;22;2019
5031701;UHD;20;2020
5031701;UHD;17;2021
5031701;UHD;2;2022
5031707;UHD;67;2017
5031707;UHD;142;2018
5031707;UHD;146;2019
5031707;UHD;98;2020
5031707;UHD;58;2021
5031707;UHD;16;2022
503191;UHD;62;2014
503191;UHD;110;2015
503191;UHD;101;2016
503191;UHD;63;2017
503191;UHD;91;2018
503191;UHD;79;2019
503191;UHD;28;2020
503191;UHD;18;2021
503191;UHD;4;2022
5032155;UHD;2;2017
5032155;UHD;4;2018
5032155;UHD;22;2019
5032155;UHD;26;2020
5032155;UHD;26;2021
5032155;UHD;8;2022
503631;UHD;7;2014
503861;UHD;9;2014
503861;UHD;33;2015
503861;UHD;7;2016
503861;UHD;0;2017
504101;UHD;7;2014
5042269;UHD;2;2017
5042269;UHD;4;2018
5042269;UHD;15;2019
5042269;UHD;13;2020
5042269;UHD;17;2021
5042269;UHD;6;2022
504281;UHD;57;2014
504281;UHD;103;2015
504281;UHD;80;2016
504281;UHD;54;2017
504281;UHD;51;2018
504281;UHD;58;2019
504281;UHD;6;2020
5045505;UHD;0;2017
5045505;UHD;0;2018
5045505;UHD;0;2019
504611;UHD;3;2014
504611;UHD;7;2015
504631;UHD;4;2014
504631;UHD;21;2015
504631;UHD;31;2016
504631;UHD;28;2017
504631;UHD;15;2018
504631;UHD;28;2019
504631;UHD;22;2020
504631;UHD;15;2021
504631;UHD;4;2022
504701;UHD;4;2014
504701;UHD;11;2015
504701;UHD;16;2016
504701;UHD;4;2017
504701;UHD;12;2018
504701;UHD;1;2019
504701;UHD;7;2020
504701;UHD;10;2021
504701;UHD;2;2022
504781;UHD;4;2015
504781;UHD;4;2016
504781;UHD;6;2017
504781;UHD;5;2018
504781;UHD;6;2019
504781;UHD;2;2020
504781;UHD;5;2021
504911;UHD;1;2014
504911;UHD;1;2015
504911;UHD;0;2016
504911;UHD;5;2017
504911;UHD;2;2018
504911;UHD;3;2019
504911;UHD;2;2020
504911;UHD;0;2021
504911;UHD;0;2022
504921;UHD;9;2014
504921;UHD;6;2015
505001;UHD;26;2014
505001;UHD;61;2015
505001;UHD;47;2016
505001;UHD;38;2017
505001;UHD;58;2018
505001;UHD;62;2019
505001;UHD;15;2020
505001;UHD;18;2021
505001;UHD;2;2022
5050038;UHD;26;2017
5050038;UHD;37;2018
5050038;UHD;37;2019
5050038;UHD;24;2020
5050038;UHD;38;2021
5050038;UHD;8;2022
5050040;UHD;2;2017
5050040;UHD;0;2018
5050040;UHD;1;2019
5050040;UHD;1;2020
5050040;UHD;0;2021
5050040;UHD;0;2022
5050043;UHD;5;2017
5050043;UHD;2;2018
5050048;UHD;3;2017
5050048;UHD;8;2018
5050048;UHD;22;2019
5050048;UHD;171;2020
5050048;UHD;105;2021
5050048;UHD;52;2022
5050052;UHD;22;2017
5050052;UHD;30;2018
5050052;UHD;73;2019
5050052;UHD;56;2020
5050052;UHD;48;2021
5050052;UHD;21;2022
5050053;UHD;8;2017
5050053;UHD;31;2018
5050053;UHD;27;2019
5050053;UHD;27;2020
5050053;UHD;28;2021
5050053;UHD;11;2022
5050055;UHD;8;2017
5050055;UHD;13;2018
5050055;UHD;9;2019
5050055;UHD;10;2020
5050055;UHD;9;2021
5050055;UHD;0;2022
5050063;UHD;23;2017
5050063;UHD;27;2018
5050063;UHD;37;2019
5050063;UHD;26;2020
5050063;UHD;47;2021
5050063;UHD;5;2022
5050075;UHD;7;2017
5050075;UHD;10;2018
5050075;UHD;12;2019
5050075;UHD;16;2020
5050075;UHD;16;2021
5050075;UHD;2;2022
5050079;UHD;8;2017
5050079;UHD;1;2018
5050090;UHD;11;2017
5050090;UHD;34;2018
5050090;UHD;55;2019
5050090;UHD;31;2020
5050090;UHD;35;2021
5050090;UHD;1;2022
5050105;UHD;1;2017
5050105;UHD;2;2018
5050105;UHD;1;2019
5050105;UHD;2;2020
5050105;UHD;2;2021
5050113;UHD;0;2017
5050113;UHD;12;2018
5050113;UHD;6;2019
5050113;UHD;1;2020
5050113;UHD;7;2021
5050113;UHD;2;2022
5050133;UHD;8;2017
5050133;UHD;8;2018
5050133;UHD;6;2019
5050133;UHD;6;2020
5050133;UHD;11;2021
5050133;UHD;9;2022
5050190;UHD;17;2017
5050190;UHD;11;2018
5050190;UHD;16;2019
5050190;UHD;21;2020
5050190;UHD;22;2021
5050190;UHD;4;2022
5050200;UHD;9;2017
5050200;UHD;6;2018
5050202;UHD;41;2017
5050202;UHD;134;2018
5050202;UHD;140;2019
5050202;UHD;146;2020
5050202;UHD;76;2021
5050202;UHD;23;2022
5050206;UHD;3;2017
5050206;UHD;8;2018
5050206;UHD;2;2019
5050206;UHD;3;2020
5050206;UHD;2;2021
5050206;UHD;1;2022
5050209;UHD;0;2017
5050209;UHD;0;2018
5050209;UHD;0;2019
5050209;UHD;0;2020
5050209;UHD;0;2021
5050209;UHD;0;2022
5050240;UHD;38;2017
5050240;UHD;164;2018
5050240;UHD;294;2019
5050240;UHD;229;2020
5050240;UHD;147;2021
5050240;UHD;42;2022
5050262;UHD;4;2017
5050262;UHD;10;2018
5050265;UHD;4;2017
5050265;UHD;9;2018
5050265;UHD;9;2019
5050265;UHD;5;2020
5050265;UHD;0;2021
5050265;UHD;0;2022
5050267;UHD;29;2017
